L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Chicken Wings - With Skin, Antibiotic Residue-Free, 8-10 Pcs, 500 g","Net Weight Number of Pcs Serving Size Storage Temp
500 g 8 to 10 pcs 3-4 people 0-4 deg cel
Chicken is a lean meat with various health benefits. Packed with nutritional values, chicken is supremely advantageous for your body. Filled with vitamins, minerals and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart. 
Chicken wings are one of the favourite pieces of most people. This super tender, succulent, and very flavorful with skin whole wings can be cooked in a lot of ways. Grilled, fried, barbeques, do whatever pleases your taste buds. Perfectly cooked chicken wings are also great for diabetes and arthritis. This comes in 8-10 pieces which are enough for 3-4 people. 
The Add-on Benefits of Fresho Chicken:
 Free from antibiotic residue 
 No growth hormone 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take the utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",500 g,g,500 g,10,1,225,225,"Fresho Foods, Survey No. 66/1, Plot No. 101, Piparia Industrial Estate, Piparia, Silvassa, Dadra, Valsad-396230, Gujarat, India",India,110000922,1.0019E+13,https://datalabs.siva3.io/image/Eunimart_groceries_922_11-fresho-chicken-wings-with-skin-antibiotic-residue-free-8-10-pcs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_922-2_1-fresho-chicken-wings-with-skin-antibiotic-residue-free-8-10-pcs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_922-3_1-fresho-chicken-wings-with-skin-antibiotic-residue-free-8-10-pcs.jpg,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Chicken, being low in fats, cholesterol, and carbohydrates, is a healthy source of protein which helps maintain weight, controls blood pressure, keeps depression away, improves heart health and builds muscles. Chicken is also rich in vitamin B6, antioxidants, phosphorus, niacin, and selenium.
How to Use
Prepare chicken wings by deep frying, baking, or roasting them after marinating in the spices of your choice.
These are best enjoyed when paired with some hot and tangy sauces, salads, or potato fries.
Since Fresho wings are already carefully cleaned, you can simply add your preferred ingredients and toss them in a pan or oven.",-,"EAN Code': '110000922, Country of Origin': 'India, Sourced by': ""Ahmedabad - Packed By:-Liza Foods. Add.Chuna'S Bhaththa Nr. Parixitlal Nagar Danilimda Ahmedabad-380028.Fssai License No:-20718034000476. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Email:-Customerservice@.Com Phone No:-18601231000""}, Indore - Packed By': '- Al-Ghori Khanne Khaas. :-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121, Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071, FSSAI Number': '10019043002767","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Chicken Wings - With Skin, Fresh, Rich In Protein & Vitamins, 1.12 kg Pouch","Chicken is lean meat with various health benefits. Packed with nutritional values, chicken is supremely advantageous for your body. Filled with vitamins, minerals and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart. Chicken wings are one of the favourite pieces of most people. These super tender, succulent and flavourful whole wings can be cooked in a lot of ways. Grilled, fried, barbeques, do whatever pleases your taste buds. Perfectly cooked chicken wings are also great for diabetes and arthritis. It comes in 15 pieces which are enough for 5-7 people. The Add-on Benefits of Fresho Chicken, Free from the antibiotic residue, No growth hormone. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take the utmost care in selecting the best suppliers to provide you with high-quality succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",1.12 kg Pouch,kg ,1.12 kg Pouch,1,1,506,506,"Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor,KR Puram, Bangalore-560016, ",India,40272243,1.002E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40272243_1-fresho-chicken-wings-with-skin.jpg,-,-,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Chicken is used to make soups, vindaloos, kebabs, biryani and curries.
It is used for grilled, fried and barbeques. 
Storage recommends 0 to 4 degrees.","EAN Code': '40272243, Manufactured Name & Marketed By': 'Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor,KR Puram, Bangalore-560016, ,, FSSAI': '10020043003172, Country of Origin': 'India","Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor,KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com,",-,-,Fresh Chicken.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Chicken Wings - With Skin, Fresh, Rich In Protein & Vitamins, 375 g Pouch","Chicken is lean meat with various health benefits. Packed with nutritional values, chicken is supremely advantageous for your body. Filled with vitamins, minerals and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart. Chicken wings are one of the favourite pieces of most people. These super tender, succulent and flavourful whole wings can be cooked in a lot of ways. Grilled, fried, barbeques, do whatever pleases your taste buds.
Perfectly cooked chicken wings are also great for diabetes and arthritis. It comes in 5 pieces which are enough for 2-3 people. The Add-on Benefits of Fresho Chicken, Free from the antibiotic residue, No growth hormone. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take the utmost care in selecting the best suppliers to provide you with high-quality succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",375 g Pouch,g,375 g Pouch,1,1,142,142,"Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor,KR Puram, Bangalore-560016, ",India,40272241,1.002E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40272241_1-fresho-chicken-wings-with-skin.jpg,-,-,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Chicken is used to make soups, vindaloos, kebabs, biryani and curries.
It is used for grilled, fried and barbeques. 
Storage recommends 0 to 4 degrees.","EAN Code': '40272241, Manufactured Name & Marketed By': 'Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor,KR Puram, Bangalore-560016, ,, FSSAI': '10020043003172, Country of Origin': 'India","Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor,KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com,",-,-,Fresh Chicken.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Chicken Wings - With Skin, Fresh, Rich In Protein & Vitamins, 750 g Pouch","Chicken is lean meat with various health benefits. Packed with nutritional values, chicken is supremely advantageous for your body. Filled with vitamins, minerals and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart. Chicken wings are one of the favourite pieces of most people. These super tender, succulent and flavourful whole wings can be cooked in a lot of ways. Grilled, fried, barbeques, do whatever pleases your taste buds.
Perfectly cooked chicken wings are also great for diabetes and arthritis. It comes in 10 pieces which are enough for 3-6 people. The Add-on Benefits of Fresho Chicken, Free from the antibiotic residue, No growth hormone. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take the utmost care in selecting the best suppliers to provide you with high-quality succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",750 g Pouch,g,750 g Pouch,1,1,337,337,"Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor,KR Puram, Bangalore-560016, ",India,40272242,1.002E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40272242_1-fresho-chicken-wings-with-skin.jpg,-,-,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Chicken is used to make soups, vindaloos, kebabs, biryani and curries.
It is used for grilled, fried and barbeques. 
Storage recommends 0 to 4 degrees.","EAN Code': '40272242, Manufactured Name & Marketed By': 'Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor,KR Puram, Bangalore-560016, ,, FSSAI': '10020043003172, Country of Origin': 'India","Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor,KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com,",-,-,Fresh Chicken.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Chilli Chicken Pieces - Boneless, Antibiotic Residue-Free, 7 To 9 Pcs, 250 g","Net Weight Number of Pcs Serving Size Storage Temp
250 g 7 To 9 Pcs (Each pcs of about 30 to 35g) NA 0-4 deg cel
Chicken is a lean meat with various health benefits. Packed with nutritional values, chicken is supremely advantageous for your body. Filled with vitamins, minerals and protein, chicken promotes brain development, strengthens your bones, aids in weight loss, builds muscle and helps in a healthy heart. 
Now making chilli chicken at home is a hassle-free process. This chicken is perfectly cut and boneless. 
The Add-on Benefits of Fresho Chicken: 
 Free from antibiotic residue 
 No growth hormone 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take the utmost care in selecting the best suppliers to provide you with high quality succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",250 g,g,250 g,9,1,233,233,"Fresho Foods, Survey No. 66/1, Plot No. 101, Piparia Industrial Estate, Piparia, Silvassa, Dadra, Valsad-396230, Gujarat, India",India,440118808,1.0019E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40118808_3-fresho-chilli-chicken-pieces-boneless-antibiotic-residue-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40118808-2_1-fresho-chilli-chicken-pieces-boneless-antibiotic-residue-free.jpg,-,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Now making chilli chicken at home is a hassle-free process.,"EAN Code': '440118808, Country of Origin': 'India, Manufactured & Marketed by': ' SUPERMARKET GROCERY SUPPLIES PVT.LTD.NO-7, SERVICE ROAD, DOMLUR, 100FEET ROAD, INDIRANAGAR, BANGALORE, 560071, Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071, FSSAI Number': '10019043002767","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
RET,RET-10,RET-10-15,RET-10-15-13,RET-10-15-13-10,Fresho,"Fresho Fresh Chicken - Pudina Seekh Kebab / Kabab, 1 Kg","The Nawab of Awad known their love of good foods and royal lifestyle. To bring you the Chicken Haryali kabab form the platter of Nawabs. Our chef has curated these with handpicked spices, garden-fresh greens and the choicest of meat, Grilled to perfection to give you a flavourful and royal experience.",1 Kg,Kg,1 Kg,1,1,1020,1020,"The Green lemon hospitality, 513/A, Green Park New Delhi",India,8.90607E+12,"1,33,19,00,10,00,30,71,00,00,00,00,00,000",https://datalabs.siva3.io/image/Eunimart_groceries_40197592_1-fresho-fresh-chicken-pudina-seekh-kebab-kabab.jpg,-,-,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"First thaw it to bring into normal temperature, then to heat in the microwave or in tawa.","EAN Code': '8906071861026, FSSAI Number': '13319001000307, 10019043002767, Manufacturer Name & ': 'The Green lemon hospitality, 513/A, Green Park New Delhi, Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071, Country of Origin': 'India","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,"Chicken 63.43%, Water, Soya Granules, Onion, Garlic, Corn Flour, Green Chilly, Iodised Salt, Ginger, Coriander Leaves, Spices And Condiments, Emulsifier (INS 450 & INS 451), Sugar, Ascorbic Acid, Tomato Paste, Red Chilly Puree, Thickener (INS 415 & INS 1422), Acidity Regulator (INS 330, INS 260), Flavour Enhancer (INS 621, INS627, INS 631, Anti Caking Agent (INS 551), Preservative (INS 250)"
RET,RET-10,RET-10-15,RET-10-15-13,RET-10-15-13-10,Fresho,"Fresho Fresh Chicken Tandoori Hot & Spicy Seekh Kebab / Kabab, 1 Kg","Seekh Kabab Chicken is now preparing at your own kitchen is just a matter of getting and frying them instantly to enjoy the highly spiced and sizzling savour of them. It is frozen food, comes preserved in a hygienic packet, the ever ready to be used as a starter for parties and events.",1 Kg,Kg,1 Kg,1,1,1020,1020,"The Green lemon hospitality, 513/A, Green Park New Delhi",India,8.90607E+12,"1,33,19,00,10,00,30,71,00,00,00,00,00,000",https://datalabs.siva3.io/image/Eunimart_groceries_40197595_1-fresho-fresh-chicken-tandoori-hot-spicy-seekh-kebab-kabab.jpg,-,-,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"First thaw it to bring into normal temperature, then to heat in the microwave or in tawa.","EAN Code': '8906071861491, FSSAI Number': '13319001000307, 10019043002767, Manufacturer Name & ': 'The Green lemon hospitality, 513/A, Green Park New Delhi, Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071, Country of Origin': 'India","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,"Chicken 63.43%, Water, Soya Granules, Onion, Garlic, Corn Flour, Green Chilly, Iodised Salt, Ginger, Coriander Leaves, Spices And Condiments, Emulsifier (INS 450 & INS 451), Sugar, Ascorbic Acid, Tomato Paste, Red Chilly Puree, Thickener (INS 415 & INS 1422), Acidity Regulator (INS 330, INS 260), Flavour Enhancer (INS 621, INS627, INS 631, Anti Caking Agent (INS 551), Preservative (INS 250)"
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Horeca Chicken Thigh Boneless - Without Skin, 1 kg","Fresho Meats is our in house brand of fresh meat, poultry and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene. Additionally, every product is packed using food grade plastic which provides a nourishing and wholesome environment.",1 kg,kg,1 kg,1,1,352.5,352.5,"Fresho Foods, Survey No. 66/1, Plot No. 101, Piparia Industrial Estate, Piparia, Silvassa, Dadra, Valsad-396230, Gujarat, India",India,40135375,1.0019E+13,https://datalabs.siva3.io/image/Eunimart_groceries_40135375_0-fresho-horeca-chicken-thigh-boneless-without-skin.jpg,-,-,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"EAN Code': '40135375, Country Of Origin': 'India, Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071, FSSAI Number': '10019043002767, ints, Contact our Customer Care Executive at': 'Phone:1860 123 1000 | :Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, ","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Jalfrezi Gravy Mix, 200 g + Chicken - Curry Cut Without Skin, 12-16 Pcs, 500 g, Combo 2 Items","Jalfrezi Gravy Mix:- 
Fresho Jalfrezi Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional jalfrezi gravy at home. Now make this authentic dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
Chicken Curry Cut Without Skin:-
Fresho Chicken Curry Cut without Skin are chunky pieces of chicken. This is a mix of white and dark, skinned, bone-in meat. Cleanly cut and skinless chicken pieces. It is hygienically packed for easy and quick use. It makes cooking easy as its elements the task of cleaning and cutting. Make delicious curries by adding some aromatic spices. It is a 100% freshly packed chicken. No Hormones, No Steroids, No Preservatives.",Combo 2 Items,Combo Items,Combo 2 Items,2,1,319,237.31,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,1222629,1.002E+13,https://datalabs.siva3.io/image/Eunimart_groceries_222629_1-fresho-jalfrezi-gravy-mix-200-g-chicken-curry-cut-without-skin-12-16-pcs-500-g.jpg,-,-,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Jalfrezi Gravy Mix:-
Mix the curry sauce with water.
Add veggies or meat of your choice.
Serve it with rotis, rice, etc.
Chicken Curry Cut Without Skin:-
Chicken is used to make soups, kebabs, vindaloos, biryani and curries.
It is used in salads, burgers, sandwiches and the like.","EAN Code': '1222629, Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071., FSSAI': '10020043003172, Country of Origin': 'India","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Jalfrezi Gravy Mix:- Water, Onion, Tomato Paste, Tomato, Red Capsicum, Yellow Capsicum, Green Capsicum, Refined Edible Vegetable Oil (Sunflower Oil), Mixed Spices, Ginger, Garlic, Sugar, Coconut Milk Powder, Cashew Nut, Salt, Acidity Regulator (Ins 270), Class I Preservative (Ins 211).
Chicken Curry Cut Without Skin:- Chicken."
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Jalfrezi Gravy Mix, 200 g + Chicken Breast - Boneless, 2- 4 pcs, 500 g, Combo 2 Items","Jalfrezi Gravy Mix:- 
Fresho Jalfrezi Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional jalfrezi gravy at home. Now make this authentic dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
Chicken Breast Boneless:- 
Fresho Chicken Breast is a boneless chicken breast. It is the best part of the chicken. Chicken breasts are versatile, flavorful, and low in fat. Cleanly cut and skinless chicken breast. It is hygienically packed for easy and quick use. It makes cooking easy as its elements the task of cleaning and cutting. Make delicious dishes by adding some aromatic spices. It is a 100% freshly packed chicken. No Hormones, No Steroids, No Preservatives.",Combo 2 Items,Combo Items,Combo 2 Items,2,1,449,332.31,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,1222630,1.002E+13,https://datalabs.siva3.io/image/Eunimart_groceries_222630_1-fresho-jalfrezi-gravy-mix-200-g-chicken-breast-boneless-2-4-pcs-500-g.jpg,-,-,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Jalfrezi Gravy Mix:-
Mix the curry sauce with water.
Add veggies or meat of your choice.
Serve it with rotis, rice, etc.
Chicken Breast Boneless:-
Chicken is used to make soups, kebabs, vindaloos, biryani and curries.
It is used in salads, burgers, sandwiches and the like.","EAN Code': '1222630, Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071., FSSAI': '10020043003172, Country of Origin': 'India","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Jalfrezi Gravy Mix:- Water, Onion, Tomato Paste, Tomato, Red Capsicum, Yellow Capsicum, Green Capsicum, Refined Edible Vegetable Oil (Sunflower Oil), Mixed Spices, Ginger, Garlic, Sugar, Coconut Milk Powder, Cashew Nut, Salt, Acidity Regulator (Ins 270), Class I Preservative (Ins 211).
Chicken Breast Boneless:- Chicken."
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Jalfrezi Gravy Mix, 200 g + Chicken Curry Cut - With Skin, 12-16 Pcs, 500 g, Combo 2 Items","Jalfrezi Gravy Mix:- 
Fresho Jalfrezi Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional jalfrezi gravy at home. Now make this authentic dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
Chicken Curry Cut:- 
Fresho Chicken Curry Cut with Skin are chunky pieces of chicken. This is a mix of white and dark, skinned, bone-in meat. Cleanly cut and skinless chicken pieces. It is hygienically packed for easy and quick use. It makes cooking easy as its elements the task of cleaning and cutting. Make delicious curries by adding some aromatic spices. It is a 100% freshly packed chicken. No Hormones, No Steroids, No Preservatives.",Combo 2 Items,Combo Items,Combo 2 Items,2,1,410,247.76,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,1222628,1.002E+13,https://datalabs.siva3.io/image/Eunimart_groceries_222628_1-fresho-jalfrezi-gravy-mix-200-g-chicken-curry-cut-with-skin-12-16-pcs-500-g.jpg,-,-,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Jalfrezi Gravy Mix:-
Mix the curry sauce with water.
Add veggies or meat of your choice.
Serve it with rotis, rice, etc.
Chicken Curry Cut:-
Chicken is used to make soups, kebabs, vindaloos, biryani and curries.
It is used in salads, burgers, sandwiches and the like.","EAN Code': '1222628, Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071., FSSAI': '10020043003172, Country of Origin': 'India","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Jalfrezi Gravy Mix:- Water, Onion, Tomato Paste, Tomato, Red Capsicum, Yellow Capsicum, Green Capsicum, Refined Edible Vegetable Oil (Sunflower Oil), Mixed Spices, Ginger, Garlic, Sugar, Coconut Milk Powder, Cashew Nut, Salt, Acidity Regulator (Ins 270), Class I Preservative (Ins 211).
Chicken Curry Cut:- Chicken."
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Jalfrezi Gravy Mix, 200 g + Chicken Drumstick - Without Skin, 4-6 pcs, 500 g, Combo 2 Items","Jalfrezi Gravy Mix:-
Fresho Jalfrezi Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional jalfrezi gravy at home. Now make this authentic dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
Chicken Drumstick - Without Skin:- 
Fresho Chicken Drumstick is a skinless chicken drumstick. It is the best part of the chicken. They are the lower joint of the leg which have more calories. Cleanly cut and skinless chicken breast. It is hygienically packed for easy and quick use. It makes cooking easy as its elements the task of cleaning and cutting. It is a 100% freshly packed chicken. They are great for picnics and parties. No Hormones, No Steroids, No Preservatives. You can fry, grill, etc.",Combo 2 Items,Combo Items,Combo 2 Items,2,1,501,325.66,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,1222635,1.002E+13,https://datalabs.siva3.io/image/Eunimart_groceries_222635_1-fresho-jalfrezi-gravy-mix-200-g-chicken-drumstick-without-skin-4-6-pcs-500-g.jpg,-,-,-,-,-,-,-,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,To Be Updated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Jalfrezi Gravy Mix:-
Follow the steps given on the back.
Now enjoy delicious meals at home.
Chicken Drumstick - Without Skin:-
Chicken is used to make soups, kebabs, vindaloos, biryani and curries.
It is used in salads, burgers, sandwiches and the like.","EAN Code': '1222635, Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071., FSSAI': '10020043003172, Country of Origin': 'India","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Jalfrezi Gravy Mix:- Water, Onion, Tomato Paste, Tomato, Red Capsicum, Yellow Capsicum, Green Capsicum, Refined Edible Vegetable Oil (Sunflower Oil), Mixed Spices, Ginger, Garlic, Sugar, Coconut Milk Powder, Cashew Nut, Salt, Acidity Regulator (Ins 270), Class I Preservative (Ins 211).
Chicken Drumstick - Without Skin:- Chicken."
